site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
iar	2017	05	02	02	30	16		 1.8	54	3.5	1.1	25.5
ada	2017	05	02	03	30	09		 7.6	68	4.1	0.3	106
iar	2017	05	02	03	30	10		 1.2	54	3.5	0.6	49.1
ada	2017	05	02	04	30	19		 18	68	4.1	0.5	67.3
iar	2017	05	02	04	30	20		 1.4	54	3.5	0.6	51.9
ada	2017	05	02	05	30	11		 9.3	68	4.1	0.3	105
iar	2017	05	02	05	30	12		 1.2	54	3.5	0.6	48.0
ada	2017	05	02	06	30	31		 29	68	4.3	0.7	55.1
iar	2017	05	02	06	30	32		 1.3	54	3.5	0.7	43.0
ada	2017	05	02	07	30	13		 12	67	2.5	0.2	113
iar	2017	05	02	07	30	14		 1.2	54	3.5	0.6	46.5
ada	2017	05	02	08	30	12		 11	67	2.6	0.2	110
iar	2017	05	02	08	30	13		 1.3	54	3.5	0.7	42.3
ada	2017	05	02	09	30	19		 18	67	2.6	0.5	43.6
iar	2017	05	02	09	30	20		 1.2	54	3.5	0.6	49.1
ada	2017	05	02	10	30	12		 11	67	2.3	0.2	112
iar	2017	05	02	10	30	14		 1.7	54	3.5	1.1	27.0
ada	2017	05	02	11	30	21		 20	67	2.3	0.4	51.2
iar	2017	05	02	11	30	23		 1.6	54	3.5	1.0	30.1
ada	2017	05	02	12	30	17		 16	67	2.4	0.3	78.3
iar	2017	05	02	12	30	18		 1.2	54	3.5	0.6	46.1
ada	2017	05	02	13	30	10		 8.7	67	2.4	0.2	112
iar	2017	05	02	13	30	11		 1.3	54	3.5	0.7	39.6
ada	2017	05	02	14	30	22		 21	68	2.5	0.3	68.8
iar	2017	05	02	14	30	23		 1.1	54	3.5	0.5	64.7
ada	2017	05	02	15	30	12		 12	68	2.7	0.9	25.3
iar	2017	05	02	15	30	14		 1.7	54	3.5	1.1	27.4
ada	2017	05	02	16	30	15		 14	68	3.6	0.4	77.3
iar	2017	05	02	16	30	16		 1.2	54	3.5	0.5	58.6
ada	2017	05	02	17	30	28		 27	68	3.9	0.8	42.1
iar	2017	05	02	17	30	30		 1.7	54	3.5	1.0	28.0
ada	2017	05	02	18	30	12		 11	68	3.9	0.3	103
iar	2017	05	02	18	30	14		 1.5	54	3.5	0.9	32.5
ada	2017	05	02	19	30	13		 12	68	4.0	0.3	103
iar	2017	05	02	19	30	14		 1.2	54	3.5	0.6	50.6
ada	2017	05	02	20	30	29		 28	68	4.1	1.3	26.4
iar	2017	05	02	20	30	31		 1.2	54	3.5	0.6	51.8
ada	2017	05	02	21	30	12		 11	68	3.4	0.3	108
iar	2017	05	02	21	30	13		 1.3	54	3.5	0.7	44.5
ada	2017	05	02	22	30	13		 12	68	3.2	0.3	103
iar	2017	05	02	22	30	14		 1.3	54	3.5	0.7	40.9
ada	2017	05	02	23	30	20		 19	68	3.2	0.9	28.8
iar	2017	05	02	23	30	21		 1.3	54	3.5	0.7	42.7
ada	2017	05	03	00	30	10		 9.8	68	3.2	0.6	42.7
iar	2017	05	03	00	30	12		 1.3	54	3.5	0.6	46.4
ada	2017	05	03	01	30	23		 22	68	3.1	0.4	60.9
iar	2017	05	03	01	30	24		 1.3	54	3.5	0.7	39.9
ada	2017	05	03	02	30	10		 8.1	68	3.1	0.2	110
iar	2017	05	03	02	30	11		 1.3	54	3.5	0.7	43.9
ada	2017	05	03	03	30	34		 33	68	3.1	0.4	59.5
iar	2017	05	03	03	30	36		 1.7	54	3.5	1.1	27.2
ada	2017	05	03	04	30	09		 8.0	68	3.1	0.2	107
iar	2017	05	03	04	30	10		 1.1	54	3.5	0.5	62.6
ada	2017	05	03	05	30	10		 8.1	68	3.1	0.2	111
iar	2017	05	03	05	30	11		 1.3	54	3.5	0.7	43.2
ada	2017	05	03	06	30	35		 34	68	2.8	0.4	61.0
iar	2017	05	03	06	30	36		 1.3	54	3.5	0.6	45.0
ada	2017	05	03	07	30	09		 7.3	68	2.7	0.2	111
iar	2017	05	03	07	30	11		 2.4	54	3.5	1.8	16.5
ada	2017	05	03	08	30	09		 7.9	68	3.3	0.3	96.9
iar	2017	05	03	08	30	11		 1.8	54	3.5	1.2	25.1
ada	2017	05	03	09	30	19		 19	68	3.4	0.5	62.6
iar	2017	05	03	09	30	20		 1.2	54	3.5	0.6	50.4
ada	2017	05	03	10	30	12		 11	68	3.3	0.3	106
iar	2017	05	03	10	30	13		 1.3	54	3.5	0.7	41.2
ada	2017	05	03	11	30	22		 21	68	4.1	0.5	63.8
iar	2017	05	03	11	30	24		 1.7	54	3.5	1.1	26.4
ada	2017	05	03	12	30	10		 9.3	68	4.1	0.3	104
iar	2017	05	03	12	30	12		 1.7	54	3.5	1.1	26.0
ada	2017	05	03	13	30	32		 31	68	4.1	0.9	37.2
iar	2017	05	03	13	30	35		 2.5	54	3.5	1.1	27.5
ada	2017	05	03	14	30	14		 14	68	4.0	0.3	104
iar	2017	05	03	14	30	16		 1.2	54	3.5	0.6	51.1
ada	2017	05	03	15	30	15		 14	68	3.2	0.3	108
iar	2017	05	03	15	30	16		 1.4	54	3.5	0.8	38.9
ada	2017	05	03	16	30	23		 22	68	3.1	0.9	30.6
iar	2017	05	03	16	30	24		 1.6	54	3.5	1.0	28.3
ada	2017	05	03	17	30	18		 16	68	3.2	0.3	106
iar	2017	05	03	17	30	19		 1.1	54	3.5	0.5	59.1
ada	2017	05	03	18	30	17		 16	68	3.3	0.3	105
iar	2017	05	03	18	30	18		 1.2	54	3.5	0.6	50.5
ada	2017	05	03	19	30	26		 25	68	3.4	0.5	59.4
iar	2017	05	03	19	30	28		 1.6	54	3.5	1.0	28.3
ada	2017	05	03	20	30	14		 13	68	3.6	0.7	46.0
iar	2017	05	03	20	30	15		 1.3	54	3.5	0.6	48.6
ada	2017	05	03	21	30	35		 34	68	3.6	0.8	36.5
iar	2017	05	03	21	30	37		 1.6	54	3.5	0.9	31.8
ada	2017	05	03	22	30	14		 13	68	4.3	0.5	67.9
iar	2017	05	03	22	30	16		 1.3	54	3.5	0.7	41.3
ada	2017	05	03	23	30	12		 11	68	3.5	0.3	107
iar	2017	05	03	23	30	13		 1.4	54	3.5	0.8	37.0
ada	2017	05	04	00	30	23		 21	68	3.9	0.5	65.1
iar	2017	05	04	00	30	24		 1.2	54	3.5	0.6	52.9
ada	2017	05	04	01	30	22		 21	68	3.7	0.5	61.9
iar	2017	05	04	01	30	23		 1.2	54	3.5	0.6	52.8
ada	2017	05	04	02	30	13		 13	68	3.1	0.9	27.7
iar	2017	05	04	02	30	14		 1.1	54	3.5	0.5	58.5
ada	2017	05	04	03	30	21		 21	68	2.9	0.4	60.8
iar	2017	05	04	03	30	22		 1.1	54	3.5	0.5	60.8
ada	2017	05	04	04	30	12		 11	68	2.9	0.2	110
iar	2017	05	04	04	30	13		 1.4	54	3.5	0.8	38.4
ada	2017	05	04	05	30	10		 8.8	68	2.9	0.2	109
iar	2017	05	04	05	30	11		 1.5	54	3.5	0.8	34.5
ada	2017	05	04	06	30	25		 24	68	2.9	0.4	57.1
iar	2017	05	04	06	30	26		 1.2	54	3.5	0.6	52.4
ada	2017	05	04	07	30	08		 7.8	68	2.9	0.2	102
iar	2017	05	04	07	30	11		 2.6	54	3.5	2.0	14.6
ada	2017	05	04	08	30	10		 8.7	68	2.8	0.2	110
iar	2017	05	04	08	30	11		 1.6	54	3.5	0.9	31.2
ada	2017	05	04	09	30	20		 19	68	2.8	0.4	57.9
iar	2017	05	04	09	30	21		 1.2	54	3.5	0.5	56.1
ada	2017	05	04	10	30	12		 11	68	2.8	0.2	104
iar	2017	05	04	10	30	14		 1.7	54	3.5	1.1	27.5
ada	2017	05	04	11	30	25		 23	68	2.8	0.4	55.6
iar	2017	05	04	11	30	26		 1.2	54	3.5	0.6	52.2
ada	2017	05	04	12	30	12		 11	68	2.4	0.2	112
iar	2017	05	04	12	30	13		 1.3	54	3.5	0.7	40.3
ada	2017	05	04	13	30	09		 8.7	68	2.4	0.2	114
iar	2017	05	04	13	30	10		 1.2	54	3.5	0.6	49.5
ada	2017	05	04	14	30	20		 19	68	2.4	0.4	55.4
iar	2017	05	04	14	30	21		 1.6	54	3.5	1.0	29.9
ada	2017	05	04	15	30	17		 17	68	2.5	0.6	35.9
iar	2017	05	04	15	30	20		 2.4	54	3.5	1.8	16.6
ada	2017	05	04	16	30	41		 40	68	3.7	1.7	18.1
iar	2017	05	04	16	30	42		 1.2	54	3.5	0.6	49.8
ada	2017	05	04	17	30	13		 12	68	4.2	0.6	57.9
iar	2017	05	04	17	30	15		 1.4	54	3.5	0.8	37.7
ada	2017	05	04	18	30	12		 11	68	4.2	0.4	99.2
iar	2017	05	04	18	30	14		 1.6	54	3.5	1.0	29.0
ada	2017	05	04	19	30	28		 27	68	4.5	0.9	41.0
iar	2017	05	04	19	30	29		 1.5	54	3.5	0.9	31.2
ada	2017	05	04	20	30	16		 14	68	4.5	0.4	100
iar	2017	05	04	20	30	17		 1.6	54	3.5	1.0	29.8
ada	2017	05	04	21	30	31		 30	68	2.9	0.9	27.4
iar	2017	05	04	21	30	33		 1.5	54	3.5	0.9	34.2
ada	2017	05	04	22	30	21		 20	68	3.8	1.0	32.8
iar	2017	05	04	22	30	22		 1.3	54	3.5	0.7	43.7
ada	2017	05	04	23	30	12		 11	68	3.6	0.8	38.3
iar	2017	05	04	23	30	14		 1.3	54	3.5	0.7	43.9
ada	2017	05	05	00	30	18		 17	68	3.5	0.9	32.9
iar	2017	05	05	00	30	19		 1.2	54	3.5	0.5	57.2
ada	2017	05	05	01	30	14		 13	68	3.4	0.3	110
iar	2017	05	05	01	30	15		 1.1	54	3.5	0.5	61.3
ada	2017	05	05	02	30	20		 19	68	3.5	0.7	44.1
iar	2017	05	05	02	30	22		 1.2	54	3.5	0.6	52.1
ada	2017	05	05	03	30	09		 8.3	68	3.6	0.8	38.6
iar	2017	05	05	03	30	10		 1.2	54	3.5	0.6	52.2
ada	2017	05	05	04	30	12		 11	68	3.5	0.3	108
iar	2017	05	05	04	30	14		 1.2	54	3.5	0.6	52.4
ada	2017	05	05	05	30	20		 19	68	3.5	0.7	45.1
iar	2017	05	05	05	30	22		 1.4	54	3.5	0.8	38.6
ada	2017	05	05	06	30	09		 7.7	68	2.8	0.2	110
iar	2017	05	05	06	30	10		 1.6	54	3.5	1.0	30.1
ada	2017	05	05	07	30	23		 22	68	2.9	0.5	47.3
iar	2017	05	05	07	30	25		 1.6	54	3.5	1.0	29.6
ada	2017	05	05	08	30	15		 14	68	2.9	0.2	109
iar	2017	05	05	08	30	16		 1.3	54	3.5	0.6	45.3
ada	2017	05	05	09	30	09		 8.4	68	2.9	0.2	109
iar	2017	05	05	09	30	10		 1.3	54	3.5	0.7	43.8
ada	2017	05	05	10	30	20		 20	68	2.5	0.4	51.6
iar	2017	05	05	10	30	22		 1.5	54	3.5	0.9	32.2
ada	2017	05	05	11	31	25	 1	 24	68	2.3	0.2	114
iar	2017	05	05	11	31	27		 1.8	54	3.5	1.2	25.1
ada	2017	05	05	12	30	12		 11	67	2.2	0.2	112
iar	2017	05	05	12	30	13		 1.2	54	3.5	0.6	53.0
ada	2017	05	05	13	30	22		 21	67	2.2	0.4	51.5
iar	2017	05	05	13	30	23		 1.5	54	3.5	0.9	34.0
ada	2017	05	05	14	30	13		 12	67	2.2	0.2	111
iar	2017	05	05	14	30	14		 1.2	54	3.5	0.6	45.6
ada	2017	05	05	15	30	10		 9.2	68	2.4	0.2	114
iar	2017	05	05	15	30	12		 1.5	54	3.5	0.9	33.6
ada	2017	05	05	16	30	41		 40	68	2.6	0.4	52.1
iar	2017	05	05	16	30	43		 1.4	54	3.5	0.8	35.9
ada	2017	05	05	17	30	23		 22	68	2.5	0.3	70.0
iar	2017	05	05	17	30	25		 1.2	54	3.5	0.7	44.9
ada	2017	05	05	18	30	14		 13	68	2.8	0.2	110
iar	2017	05	05	18	30	15		 1.2	54	3.5	0.5	57.5
ada	2017	05	05	19	30	36		 35	68	2.9	0.3	73.2
iar	2017	05	05	19	30	37		 1.1	54	3.5	0.5	62.1
ada	2017	05	05	20	30	21		 20	68	2.9	1.1	21.5
iar	2017	05	05	20	30	23		 1.7	54	3.5	1.0	28.2
ada	2017	05	05	21	30	15		 14	68	2.9	0.7	33.0
iar	2017	05	05	21	30	16		 1.1	54	3.5	0.4	67.2
ada	2017	05	05	22	30	11		 10	68	2.9	0.6	41.4
iar	2017	05	05	22	30	13		 1.4	54	3.5	0.7	41.1
ada	2017	05	05	23	30	16		 15	68	2.6	0.6	39.7
iar	2017	05	05	23	30	17		 1.4	54	3.5	0.7	39.0
ada	2017	05	06	00	30	13		 12	68	2.6	0.7	32.6
iar	2017	05	06	00	30	14		 1.3	54	3.5	0.7	41.1
ada	2017	05	06	01	30	18		 18	68	2.6	0.5	41.1
iar	2017	05	06	01	30	20		 1.2	54	3.5	0.6	50.4
ada	2017	05	06	02	30	15		 14	68	2.6	0.7	30.0
iar	2017	05	06	02	30	16		 1.5	54	3.5	0.9	34.0
ada	2017	05	06	03	30	12		 11	68	2.6	0.6	39.6
iar	2017	05	06	03	30	14		 1.4	54	3.5	0.7	41.0
ada	2017	05	06	04	30	20		 19	68	2.6	0.7	32.4
iar	2017	05	06	04	30	21		 1.3	54	3.5	0.6	46.3
ada	2017	05	06	05	30	13		 12	68	2.6	0.5	39.9
iar	2017	05	06	05	30	14		 1.2	54	3.5	0.6	48.9
ada	2017	05	06	06	30	10		 9.1	68	2.6	0.5	40.7
iar	2017	05	06	06	30	12		 1.2	54	3.5	0.6	45.4
ada	2017	05	06	07	30	18		 17	68	2.5	0.7	32.1
iar	2017	05	06	07	30	20		 2.6	54	3.5	2.0	14.7
ada	2017	05	06	08	30	12		 11	68	2.7	0.6	39.9
iar	2017	05	06	08	30	14		 2.4	54	3.5	1.8	16.6
ada	2017	05	06	09	30	11		 9.4	68	5.1	0.9	49.2
iar	2017	05	06	09	30	12		 1.6	54	3.5	1.0	30.3
ada	2017	05	06	10	30	21		 20	68	5.4	1.0	44.0
iar	2017	05	06	10	30	23		 1.5	54	3.5	0.8	34.9
ada	2017	05	06	11	30	11		 9.8	68	5.5	0.9	50.7
iar	2017	05	06	11	30	12		 1.3	54	3.5	0.7	42.6
ada	2017	05	06	12	30	12		 11	68	5.5	0.9	50.4
iar	2017	05	06	12	30	13		 1.4	54	3.5	0.8	38.3
ada	2017	05	06	13	30	32		 31	68	5.5	1.0	45.2
iar	2017	05	06	13	30	33		 1.4	54	3.5	0.8	36.1
ada	2017	05	06	14	30	11		 9.9	68	5.5	0.9	50.6
iar	2017	05	06	14	30	12		 1.3	54	3.5	0.7	42.0
ada	2017	05	06	15	30	11		 9.7	68	5.5	0.9	51.6
iar	2017	05	06	15	30	12		 1.2	54	3.5	0.6	50.9
ada	2017	05	06	16	30	21		 20	68	5.5	1.0	44.7
iar	2017	05	06	16	30	22		 1.3	54	3.5	0.6	46.8
ada	2017	05	06	17	30	11		 10	68	5.5	0.9	50.5
iar	2017	05	06	17	30	12		 1.3	54	3.5	0.7	43.7
ada	2017	05	06	18	30	11		 10	68	5.5	0.9	50.5
iar	2017	05	06	18	30	12		 1.2	54	3.5	0.6	48.9
ada	2017	05	06	19	30	19		 18	68	5.5	1.1	41.0
iar	2017	05	06	19	30	20		 1.3	54	3.5	0.6	45.6
ada	2017	05	06	20	30	11		 9.6	68	5.5	0.9	50.4
iar	2017	05	06	20	30	12		 1.2	54	3.5	0.6	48.3
ada	2017	05	06	21	30	13		 13	68	5.5	0.9	50.9
iar	2017	05	06	21	30	15		 1.4	54	3.5	0.8	36.9
ada	2017	05	06	22	30	18		 17	68	5.5	1.1	43.7
iar	2017	05	06	22	30	19		 1.1	54	3.5	0.5	63.5
ada	2017	05	06	23	30	11		 10	68	5.5	0.9	50.3
iar	2017	05	06	23	30	12		 1.2	54	3.5	0.6	49.7
ada	2017	05	07	00	30	12		 11	68	5.5	0.9	50.6
iar	2017	05	07	00	30	13		 1.6	54	3.5	1.0	29.2
ada	2017	05	07	01	30	16		 15	68	5.5	1.1	41.8
iar	2017	05	07	01	30	17		 1.2	54	3.5	0.6	49.9
ada	2017	05	07	02	30	14		 13	68	5.5	0.9	51.1
iar	2017	05	07	02	30	16		 1.4	54	3.5	0.8	36.6
ada	2017	05	07	03	30	18		 17	68	5.5	1.1	41.7
iar	2017	05	07	03	30	19		 1.2	54	3.5	0.6	47.6
ada	2017	05	07	04	30	12		 12	68	5.5	0.9	50.7
iar	2017	05	07	04	30	14		 1.3	54	3.5	0.6	45.7
ada	2017	05	07	05	30	12		 11	68	5.5	0.9	50.9
iar	2017	05	07	05	30	13		 1.1	54	3.5	0.5	62.1
ada	2017	05	07	06	30	25		 24	68	5.5	1.1	41.6
iar	2017	05	07	06	30	26		 1.3	54	3.5	0.7	40.4
ada	2017	05	07	07	30	14		 14	68	5.6	0.9	51.5
iar	2017	05	07	07	30	15		 1.2	54	3.5	0.6	47.4
ada	2017	05	07	08	30	11		 11	68	5.9	0.9	52.3
iar	2017	05	07	08	30	13		 1.1	54	3.5	0.5	58.8
ada	2017	05	07	09	30	16		 15	68	3.7	0.9	34.2
iar	2017	05	07	09	30	17		 1.3	54	3.5	0.7	43.5
ada	2017	05	07	10	30	14		 13	68	3.3	0.6	43.1
iar	2017	05	07	10	30	15		 1.4	54	3.5	0.7	39.7
ada	2017	05	07	11	30	11		 10	68	3.2	0.7	41.1
iar	2017	05	07	11	30	13		 1.7	54	3.5	1.0	28.2
ada	2017	05	07	12	30	17		 16	68	3.2	0.8	34.5
iar	2017	05	07	12	30	18		 1.3	54	3.5	0.6	45.9
ada	2017	05	07	13	30	14		 13	68	3.2	0.6	41.8
iar	2017	05	07	13	30	16		 1.4	54	3.5	0.8	37.1
ada	2017	05	07	14	30	27		 26	68	3.2	0.8	34.3
iar	2017	05	07	14	30	28		 1.3	54	3.5	0.7	40.7
ada	2017	05	07	15	30	11		 10	68	3.2	0.6	42.2
iar	2017	05	07	15	30	13		 1.3	54	3.5	0.7	43.0
ada	2017	05	07	16	30	12		 12	68	3.2	0.6	44.2
iar	2017	05	07	16	30	14		 1.2	54	3.5	0.6	49.5
ada	2017	05	07	17	30	17		 16	68	3.2	0.8	34.4
iar	2017	05	07	17	30	18		 1.1	54	3.5	0.5	55.5
ada	2017	05	07	18	30	12		 12	68	3.2	0.7	41.0
iar	2017	05	07	18	30	14		 1.2	54	3.5	0.6	52.3
ada	2017	05	07	19	30	19		 18	68	3.2	0.8	31.9
iar	2017	05	07	19	30	20		 1.2	54	3.5	0.6	46.4
ada	2017	05	07	20	30	12		 11	68	3.2	0.6	42.3
iar	2017	05	07	20	30	14		 1.5	54	3.5	0.8	35.9
ada	2017	05	07	21	30	11		 10	68	3.2	0.6	42.0
iar	2017	05	07	21	30	13		 1.4	54	3.5	0.8	36.7
ada	2017	05	07	22	30	18		 17	68	3.2	0.8	34.8
iar	2017	05	07	22	30	20		 1.2	54	3.5	0.6	47.8
ada	2017	05	07	23	30	12		 11	68	3.2	0.6	42.1
iar	2017	05	07	23	30	13		 1.3	54	3.5	0.7	44.7
ada	2017	05	08	00	30	13		 12	68	3.3	0.6	42.7
iar	2017	05	08	00	30	15		 1.6	54	3.5	1.0	29.2
ada	2017	05	08	01	30	18		 17	68	3.3	0.8	34.8
iar	2017	05	08	01	30	19		 1.2	54	3.5	0.6	48.8
ada	2017	05	08	02	30	12		 12	68	3.3	0.6	42.2
iar	2017	05	08	02	30	14		 1.7	54	3.5	1.0	29.5
ada	2017	05	08	03	30	25		 23	68	3.3	0.8	35.2
iar	2017	05	08	03	30	27		 2.0	54	3.5	1.3	23.0
ada	2017	05	08	04	30	15		 14	68	3.3	0.6	43.0
iar	2017	05	08	04	30	17		 2.5	54	3.5	1.8	15.8
ada	2017	05	08	05	30	11		 9.3	68	3.3	0.7	41.8
iar	2017	05	08	05	30	12		 1.3	54	3.5	0.7	44.1
ada	2017	05	08	06	30	18		 17	68	3.7	0.8	36.9
iar	2017	05	08	06	30	19		 1.5	54	3.5	0.9	31.4
ada	2017	05	08	07	30	14		 13	68	3.1	0.6	40.4
iar	2017	05	08	07	30	15		 1.4	54	3.5	0.8	37.5
ada	2017	05	08	08	30	23		 22	68	2.8	0.6	39.7
iar	2017	05	08	08	30	24		 1.2	54	3.5	0.6	46.1
ada	2017	05	08	09	30	12		 11	68	3.1	0.3	75.9
iar	2017	05	08	09	30	13		 1.2	54	3.5	0.6	45.4
ada	2017	05	08	10	30	29		 27	68	3.1	0.4	61.4
iar	2017	05	08	10	30	31		 1.7	54	3.5	1.0	28.3
ada	2017	05	08	11	30	13		 12	68	3.1	0.2	106
iar	2017	05	08	11	30	14		 1.3	54	3.5	0.6	46.8
ada	2017	05	08	12	30	17		 15	68	2.7	0.2	112
iar	2017	05	08	12	30	18		 1.1	54	3.5	0.5	60.3
ada	2017	05	08	13	30	32		 31	68	2.9	0.8	29.1
iar	2017	05	08	13	30	34		 1.4	54	3.5	0.7	39.6
ada	2017	05	08	14	30	15		 15	68	2.8	0.3	74.3
iar	2017	05	08	14	30	17		 1.4	54	3.5	0.7	39.0
ada	2017	05	08	15	30	14		 13	68	4.4	0.4	104
iar	2017	05	08	15	30	16		 1.1	54	3.5	0.5	63.8
ada	2017	05	08	16	30	28		 27	68	4.9	0.6	66.1
iar	2017	05	08	16	30	29		 1.3	54	3.5	0.7	43.3
ada	2017	05	08	17	30	22		 21	68	5.3	0.4	100
iar	2017	05	08	17	30	23		 1.7	54	3.5	1.1	27.2
ada	2017	05	08	18	30	39		 38	68	5.0	0.7	63.8
iar	2017	05	08	18	30	40		 1.2	54	3.5	0.6	48.8
ada	2017	05	08	19	30	31		 30	68	3.5	0.5	54.6
iar	2017	05	08	19	30	33		 1.5	54	3.5	0.9	32.6
ada	2017	05	08	20	30	46		 46	68	3.3	0.9	29.1
iar	2017	05	08	20	30	48		 1.2	54	3.5	0.6	50.3
ada	2017	05	08	21	30	25		 24	68	3.1	0.2	108
iar	2017	05	08	21	30	26		 1.3	54	3.5	0.6	49.0
ada	2017	05	08	22	30	17		 16	68	2.7	0.2	107
iar	2017	05	08	22	30	18		 1.2	54	3.5	0.6	47.3
ada	2017	05	08	23	30	18		 17	68	2.6	0.4	54.3
iar	2017	05	08	23	30	20		 1.7	54	3.5	1.0	29.5
ada	2017	05	09	00	30	16		 14	68	2.5	0.2	112
iar	2017	05	09	00	30	17		 1.6	54	3.5	1.0	30.3
ada	2017	05	09	01	30	09		 8.4	68	2.5	0.2	111
iar	2017	05	09	01	30	10		 1.3	54	3.5	0.7	41.2
ada	2017	05	09	02	30	18		 18	68	2.5	0.5	45.5
iar	2017	05	09	02	30	20		 1.2	54	3.5	0.6	47.8
ada	2017	05	09	03	30	27		 26	68	2.5	0.2	96.4
iar	2017	05	09	03	30	28		 1.5	54	3.5	0.9	32.3
ada	2017	05	09	04	30	07		 6.4	67	2.4	0.2	113
iar	2017	05	09	04	30	08		 1.4	54	3.5	0.7	44.4
ada	2017	05	09	05	30	19		 18	68	2.6	0.9	24.7
iar	2017	05	09	05	30	20		 1.3	54	3.5	0.6	45.3
ada	2017	05	09	06	30	16		 14	68	3.1	0.7	35.6
iar	2017	05	09	06	30	17		 1.6	54	3.5	1.0	29.2
ada	2017	05	09	07	30	12		 10	68	3.0	0.2	108
iar	2017	05	09	07	30	13		 1.4	54	3.5	0.8	36.3
ada	2017	05	09	08	30	27		 25	68	2.9	0.4	54.7
iar	2017	05	09	08	30	28		 1.2	54	3.5	0.5	56.3
ada	2017	05	09	09	30	10		 8.9	68	2.9	0.2	110
iar	2017	05	09	09	30	12		 1.3	54	3.5	0.7	42.0
ada	2017	05	09	10	30	13		 13	68	3.2	0.8	33.2
iar	2017	05	09	10	30	15		 1.1	54	3.5	0.5	62.6
ada	2017	05	09	11	30	21		 21	68	2.9	0.4	58.7
iar	2017	05	09	11	30	23		 1.1	54	3.5	0.5	58.2
ada	2017	05	09	12	30	11		 10	68	2.3	0.2	111
iar	2017	05	09	12	30	12		 1.2	54	3.5	0.6	50.2
ada	2017	05	09	13	30	29		 28	68	2.3	0.5	38.3
iar	2017	05	09	13	30	31		 1.4	54	3.5	0.8	35.8
ada	2017	05	09	14	30	25		 24	68	2.7	0.5	48.6
iar	2017	05	09	14	30	26		 1.2	54	3.5	0.5	54.0
ada	2017	05	09	15	30	16		 14	68	2.7	0.2	104
iar	2017	05	09	15	30	17		 1.5	54	3.5	0.8	36.8
ada	2017	05	09	16	30	26		 24	68	3.6	1.1	28.2
iar	2017	05	09	16	30	27		 1.0	54	3.5	0.4	75.3
ada	2017	05	09	17	30	13		 12	68	3.3	0.4	75.9
iar	2017	05	09	17	30	14		 1.4	54	3.5	0.8	37.6
ada	2017	05	09	18	30	14		 13	68	3.4	0.3	106
iar	2017	05	09	18	30	15		 1.3	54	3.5	0.7	41.6
ada	2017	05	09	19	30	34		 32	68	3.6	1.1	28.5
iar	2017	05	09	19	30	35		 1.3	54	3.5	0.6	47.6
ada	2017	05	09	20	30	20		 19	68	3.5	0.3	85.2
iar	2017	05	09	20	30	22		 1.2	54	3.5	0.6	52.2
ada	2017	05	09	21	30	15		 14	68	3.0	0.2	104
iar	2017	05	09	21	30	16		 1.1	54	3.5	0.5	57.1
ada	2017	05	09	22	30	26		 25	68	3.5	0.5	61.0
iar	2017	05	09	22	30	27		 1.3	54	3.5	0.8	38.8
ada	2017	05	09	23	30	13		 12	68	3.3	0.3	108
iar	2017	05	09	23	30	14		 1.2	54	3.5	0.5	62.5
ada	2017	05	10	00	30	13		 12	68	3.3	0.3	109
iar	2017	05	10	00	30	14		 1.2	54	3.5	0.6	45.2
ada	2017	05	10	01	30	30		 29	68	3.3	0.4	62.2
iar	2017	05	10	01	30	31		 1.5	54	3.5	0.9	33.7
ada	2017	05	10	02	30	09		 7.8	68	3.3	0.3	108
iar	2017	05	10	02	30	10		 1.3	54	3.5	0.7	41.5
ada	2017	05	10	03	30	10		 8.7	68	3.3	0.3	107
iar	2017	05	10	03	30	12		 1.3	54	3.5	0.6	47.1
ada	2017	05	10	04	30	20		 19	68	3.3	0.5	50.2
iar	2017	05	10	04	30	21		 1.2	54	3.5	0.6	49.4
ada	2017	05	10	05	30	16		 14	68	3.3	0.3	109
iar	2017	05	10	05	30	17		 1.2	54	3.5	0.6	47.8
ada	2017	05	10	06	30	29		 28	68	3.3	0.5	59.1
iar	2017	05	10	06	30	31		 1.6	54	3.5	1.0	28.3
ada	2017	05	10	07	30	10		 9.0	68	3.2	0.2	108
iar	2017	05	10	07	30	11		 1.4	54	3.5	0.8	38.1
ada	2017	05	10	08	30	10		 9.8	68	3.1	0.2	108
iar	2017	05	10	08	30	12		 1.2	54	3.5	0.6	47.7
ada	2017	05	10	09	30	23		 22	68	2.5	0.4	58.2
iar	2017	05	10	09	30	24		 1.6	54	3.5	0.9	31.4
ada	2017	05	10	10	30	18		 16	68	2.5	0.4	53.0
iar	2017	05	10	10	30	19		 1.2	54	3.5	0.6	48.8
ada	2017	05	10	11	30	20		 19	68	2.4	0.2	104
iar	2017	05	10	11	30	21		 1.1	54	3.5	0.5	56.2
ada	2017	05	10	12	30	26		 25	68	2.6	0.4	50.3
iar	2017	05	10	12	30	29		 2.3	54	3.5	0.5	54.9
ada	2017	05	10	13	30	14		 13	68	2.9	0.2	107
iar	2017	05	10	13	30	15		 1.7	54	3.5	1.1	27.2
ada	2017	05	10	14	30	18		 18	68	3.0	0.2	107
iar	2017	05	10	14	30	19		 1.1	54	3.5	0.5	55.7
ada	2017	05	10	15	30	23		 23	68	3.0	0.5	45.9
iar	2017	05	10	15	30	25		 1.5	54	3.5	0.9	33.3
ada	2017	05	10	16	30	22		 21	68	3.6	1.5	19.9
